Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,algorithm,best_hyperparameter,hyperparameter_grid,fit_time,model_size,predict_time,test_score,train_score,developer
2024-03-26 22:40:19,9.6s,a47508132b214032b6cb8c047f4b3025,random_forest,LOCAL,d:\MLOPS\.venv\Lib\site-packages\ipykernel_launcher.py,HP,FINISHED,random_forest,"{'classifier__max_depth': None, 'classifier__n_estimators': 50, 'vectorization__max_features': 2000}","[{'vectorization__max_features': [1000, 2000], 'classifier__n_estimators': [50, 100, 200], 'classifier__max_depth': [None, 10, 20, 50]}]",345.365927696228,9520052,0.11886215209960938,0.8642714570858283,0.8745227562721581,Deep Vadhwane
2024-03-26 22:34:24,9.7s,b0160e7b9ea6473ba4f31c1f160ae8bf,logistic_regression,LOCAL,d:\MLOPS\.venv\Lib\site-packages\ipykernel_launcher.py,HP,FINISHED,logistic_regression,"{'classifier__C': 1, 'classifier__class_weight': 'balanced', 'classifier__l1_ratio': 0.4, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'vectorization': CountVectorizer(), 'vectorization__max_features': 2000}","[{'vectorization': [CountVectorizer(), TfidfVectorizer()], 'vectorization__max_features': [1000, 2000], 'classifier__C': [0.1, 1, 10], 'classifier__penalty': ['elasticnet'], 'classifier__l1_ratio': [0.4, 0.5, 0.6], 'classifier__solver': ['saga'], 'classifier__class_weight': ['balanced']}]",503.24623703956604,90861,0.038902997970581055,0.8702594810379242,0.8622073119876532,Deep Vadhwane
2024-03-26 22:25:51,8.7s,6a843d6f0b4f4299ae83d62c82d14dab,decision_tree,LOCAL,d:\MLOPS\.venv\Lib\site-packages\ipykernel_launcher.py,HP,FINISHED,decision_tree,"{'classifier__max_depth': 20, 'vectorization': CountVectorizer(), 'vectorization__max_features': 2000}","[{'vectorization': [CountVectorizer(), TfidfVectorizer()], 'vectorization__max_features': [500, 1000, 2000], 'classifier__max_depth': [None, 5, 10, 20, 50]}]",54.25364303588867,103388,0.042356252670288086,0.8692614770459082,0.8701964946016977,Deep Vadhwane
2024-03-26 22:24:35,21.1s,58cb2640afa6495bb15cd587742c5e84,naive_bayes,LOCAL,d:\MLOPS\.venv\Lib\site-packages\ipykernel_launcher.py,HP,FINISHED,naive_bayes,"{'classifier__alpha': 1, 'vectorization': CountVectorizer(), 'vectorization__max_features': 1000}","[{'vectorization': [CountVectorizer(), TfidfVectorizer()], 'vectorization__max_features': [1000, 2000], 'classifier__alpha': [1, 10, 20]}]",11.18704104423523,85770,0.03502988815307617,0.876746506986028,0.8766858178362181,Deep Vadhwane
